labid,lowtag,study area,location,lat,long,age.at.col1,th.age,sex,weight,body_condition,pregnancy,collar1,collar1.on,collar1.off,reason.off1,collar2,collar2.on,collar2.off,reason.off2,collar3,collar3.on,collar3.off,reason.off3,mort.date,cwd.test,cwd.result,lab_result_bpv,titer_value,log2,log10,ehdv_result,lb,lb_titer,lc,lc_titer,lg,lg_titer,lh,lh_titer,li,li_titer,lp,lp_titer,exposure_multi,home_range_95_kud_km2,home_range_50_kud_km2,mean_daily_dist_km,prop_habitat_agri,prop_habitat_forest,prop_habitat_wetland,crop_forest_ratio,edge_density,mean_odba,prop_time_resting,prop_time_active,crepuscularity_index,mean_resting_bout_duration_hrs,daily_resting_bout_frequency,fate,mortality_date,mortality_cause 
266,5205,,,,,8mo,NA,Male,,,,29570,1/16/20,10/31/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,10/31/20,FALSE,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
267,8187,,,,,8mo,NA,Male,,,,24227,1/21/20,7/23/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
268,7987,,,,,>2yrs,3,Female,,,,84623,1/8/20,11/23/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
269,7912,,,,,>2yrs,NA,Female,,,,84619,1/4/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
270,6805,,,,,8mo,NA,Male,,,,24913,2/26/17,1/28/20,censor,NA,NA,NA,NA,40418,1/28/20,9/25/20,mortality,9/25/20,TRUE,Negative,Positive,40,5.32,1.6,0,Negative,100,Negative,100,Positive,400,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
271,6681,,,,,>2yrs,1,Female,,,,84584,1/12/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,20,4.32,1.3,0,Negative,100,Negative,100,Positive,200,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
272,5689,,,,,20mo,1,Female,,,,NA,NA,NA,NA,84597,1/4/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Positive,200,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
273,5281,,,,,>2yrs,3,Female,,,,84564,1/29/20,12/27/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,12/27/20,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
274,5235,,,,,>2yrs,13,Female,,,,84642,1/16/20,1/16/22,mortality,NA,NA,NA,NA,NA,NA,NA,NA,1/16/22,TRUE,Pending,Positive,20,4.32,1.3,0,Negative,100,Negative,100,Positive,200,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
275,5203,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
276,8147,,,,,>2yrs,4,Female,,,,84612,1/29/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
277,7977,,,,,>2yrs,4,Female,,,,84627,1/15/20,7/6/21,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,20,4.32,1.3,0,Negative,100,Negative,100,Positive,200,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
278,7910,,,,,8mo,NA,Male,,,,40429,1/8/20,11/11/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,3/2/23,FALSE,Not tested,Positive,10,3.32,1,0,Negative,100,Negative,100,Positive,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
279,6764,,,,,20mo,NA,Female,,,,80617,1/2/19,11/26/22,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
280,6679,,,,,20mo,NA,Female,,,,80573,1/20/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
281,5540,,,,,20mo,NA,Female,,,,84636,1/19/20,9/20/21,mortality,NA,NA,NA,NA,NA,NA,NA,NA,9/20/21,TRUE,Pending,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
282,5279,,,,,>2yrs,1,Male,,,,40428,1/2/20,9/29/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,9/29/20,TRUE,Positive,Positive,20,4.32,1.3,0,Negative,100,Negative,100,Positive,200,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
283,5233,,,,,>2yrs,3,Female,,,,84598,1/28/20,11/23/21,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
284,5201,,,,,8mo,NA,Male,,,,24230,1/7/20,12/5/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,12/5/20,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
285,8171,,,,,20mo,NA,Male,,,,40414,1/29/20,11/13/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,11/13/20,TRUE,Negative,Positive,10,3.32,1,0,Negative,100,Negative,100,Positive,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
286,7975,,,,,>2yrs,4,Female,,,,84635,1/19/20,1/21/22,mortality,NA,NA,NA,NA,NA,NA,NA,NA,1/21/22,TRUE,Pending,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
287,7904,,,,,20mo,NA,Male,,,,40439,1/23/20,11/16/21,censor,NA,NA,NA,NA,NA,NA,NA,NA,11/26/21,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
288,6714,,,,,20mo,NA,Female,,,,80602,3/7/18,1/21/20,censor,84593,1/21/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
289,6677,,,,,8mo,NA,Male,,,,24944,1/16/20,1/4/21,censor,NA,NA,NA,NA,NA,NA,NA,NA,11/12/22,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
290,5538,,,,,>2yrs,NA,Female,,,,80576,1/17/20,1/18/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,1/18/20,TRUE,Positive,Positive,20,4.32,1.3,0,Negative,100,Negative,100,Positive,200,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
291,5263,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
292,5229,,,,,>2yrs,2,Male,,,,40436,1/16/20,10/30/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,10/30/20,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
293,5119,,,,,8mo,NA,Female,,,,80584,2/3/18,1/15/20,censor,NA,NA,NA,NA,84571,1/15/20,NA,NA,2/14/23,TRUE,Positive,Positive,40,5.32,1.6,0,Negative,100,Negative,100,Positive,400,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
294,8123,,,,,>2yrs,3,Male,,,,29441,1/12/20,11/12/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,11/12/20,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
295,7944,,,,,8mo,NA,Male,,,,24917,1/8/20,12/21/21,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
296,7900,,,,,>2yrs,5,Female,,,,84579,1/19/20,10/10/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,10/10/20,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
297,6698,,,,,>2yrs,4,Female,,,,84582,1/8/20,10/10/22,mortality,NA,NA,NA,NA,NA,NA,NA,NA,10/10/22,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
298,6675,,,,,>2yrs,2,Female,,,,80578,1/22/20,6/4/22,mortality,NA,NA,NA,NA,NA,NA,NA,NA,6/4/22,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
299,5526,,,,,20mo,NA,Female,,,,84622,12/19/19,7/6/22,mortality,NA,NA,NA,NA,NA,NA,NA,NA,7/6/22,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
300,5261,,,,,8mo,NA,Male,,,,24218,1/16/20,4/10/21,censor,NA,NA,NA,NA,NA,NA,NA,NA,11/21/21,TRUE,Positive,Positive,20,4.32,1.3,0,Negative,100,Negative,100,Positive,200,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
301,5227,,,,,>2yrs,8,Female,,,,84568,1/20/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,20,4.32,1.3,0,Negative,100,Negative,100,Positive,200,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
302,5016,,,,,>2yrs,3,Female,,,,43267,3/4/17,1/28/20,censor,84596,1/28/20,5/29/21,mortality,NA,NA,NA,NA,5/29/21,TRUE,Positive,Positive,40,5.32,1.6,0,Negative,100,Negative,100,Positive,400,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
303,8121,,,,,>2yrs,3,Female,,,,84633,1/4/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
304,7752,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,40,5.32,1.6,0,Negative,100,Negative,100,Positive,400,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
305,7758,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,80,6.32,1.9,0,Negative,100,Negative,100,Positive,800,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
306,7771,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,20,4.32,1.3,0,Negative,100,Negative,100,Positive,200,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
307,7764,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
308,7646,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,10,3.32,1,0,Negative,100,Negative,100,Positive,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
309,7653,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
310,7663,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
311,6798,,,,,20mo,NA,Female,,,,81989,2/11/19,8/17/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,40,5.32,1.6,0,Negative,100,Negative,100,Positive,400,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
312,7762,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,40,5.32,1.6,0,Negative,100,Negative,100,Positive,400,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
313,7669,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,20,4.32,1.3,0,Negative,100,Negative,100,Positive,200,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
314,7665,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,20,4.32,1.3,0,Negative,100,Negative,100,Positive,200,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
